cell_label,cell_id,level,level_cell_id,level_cell_label
multiciliated columnar cell of tracheobronchial tree,http://purl.obolibrary.org/obo/CL_0002145,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
multiciliated epithelial cell,http://purl.obolibrary.org/obo/CL_0005012,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
muscle cell,http://purl.obolibrary.org/obo/CL_0000187,L1,http://purl.obolibrary.org/obo/CL_0000187,muscle cell
myeloid cell,http://purl.obolibrary.org/obo/CL_0000763,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
myeloid dendritic cell,http://purl.obolibrary.org/obo/CL_0000782,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
myeloid dendritic cell,http://purl.obolibrary.org/obo/CL_0000782,L2,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
myeloid leukocyte,http://purl.obolibrary.org/obo/CL_0000766,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
myeloid lineage restricted progenitor cell,http://purl.obolibrary.org/obo/CL_0000839,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
myofibroblast cell,http://purl.obolibrary.org/obo/CL_0000186,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
myometrial cell,http://purl.obolibrary.org/obo/CL_0002366,L1,http://purl.obolibrary.org/obo/CL_0000187,muscle cell
naive B cell,http://purl.obolibrary.org/obo/CL_0000788,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
naive B cell,http://purl.obolibrary.org/obo/CL_0000788,L2,http://purl.obolibrary.org/obo/CL_0000236,B cell
naive T cell,http://purl.obolibrary.org/obo/CL_0000898,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
naive T cell,http://purl.obolibrary.org/obo/CL_0000898,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
naive regulatory T cell,http://purl.obolibrary.org/obo/CL_0002677,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
naive regulatory T cell,http://purl.obolibrary.org/obo/CL_0002677,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
"naive thymus-derived CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000895,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"naive thymus-derived CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000895,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
"naive thymus-derived CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000900,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"naive thymus-derived CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000900,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
nasal mucosa goblet cell,http://purl.obolibrary.org/obo/CL_0002480,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
neuroendocrine cell,http://purl.obolibrary.org/obo/CL_0000165,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
neuroendocrine cell,http://purl.obolibrary.org/obo/CL_0000165,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
neuroendocrine cell,http://purl.obolibrary.org/obo/CL_0000165,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
neuron,http://purl.obolibrary.org/obo/CL_0000540,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
neuron,http://purl.obolibrary.org/obo/CL_0000540,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
neutrophil,http://purl.obolibrary.org/obo/CL_0000775,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
neutrophil,http://purl.obolibrary.org/obo/CL_0000775,L2,http://purl.obolibrary.org/obo/CL_0000081,blood cell
neutrophil progenitor cell,http://purl.obolibrary.org/obo/CL_0000834,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
non-classical monocyte,http://purl.obolibrary.org/obo/CL_0000875,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
non-classical monocyte,http://purl.obolibrary.org/obo/CL_0000875,L2,http://purl.obolibrary.org/obo/CL_0000576,monocyte
oligodendrocyte,http://purl.obolibrary.org/obo/CL_0000128,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
oligodendrocyte,http://purl.obolibrary.org/obo/CL_0000128,L2,http://purl.obolibrary.org/obo/CL_0000125,glial cell
oocyte,http://purl.obolibrary.org/obo/CL_0000023,L1,http://purl.obolibrary.org/obo/CL_0000039,germ line cell
pancreatic A cell,http://purl.obolibrary.org/obo/CL_0000171,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
pancreatic D cell,http://purl.obolibrary.org/obo/CL_0000173,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
pancreatic D cell,http://purl.obolibrary.org/obo/CL_0000173,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
pancreatic D cell,http://purl.obolibrary.org/obo/CL_0000173,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
pancreatic PP cell,http://purl.obolibrary.org/obo/CL_0002275,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
pancreatic acinar cell,http://purl.obolibrary.org/obo/CL_0002064,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
pancreatic acinar cell,http://purl.obolibrary.org/obo/CL_0002064,L2,http://purl.obolibrary.org/obo/CL_0000152,exocrine cell
pancreatic ductal cell,http://purl.obolibrary.org/obo/CL_0002079,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
pancreatic stellate cell,http://purl.obolibrary.org/obo/CL_0002410,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
pancreatic stellate cell,http://purl.obolibrary.org/obo/CL_0002410,L2,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
paneth cell,http://purl.obolibrary.org/obo/CL_0000510,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
paneth cell of colon,http://purl.obolibrary.org/obo/CL_0009009,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
paneth cell of epithelium of small intestine,http://purl.obolibrary.org/obo/CL_1000343,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
parietal epithelial cell,http://purl.obolibrary.org/obo/CL_1000452,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
peptic cell,http://purl.obolibrary.org/obo/CL_0000155,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
peptic cell,http://purl.obolibrary.org/obo/CL_0000155,L2,http://purl.obolibrary.org/obo/CL_0000152,exocrine cell
pericyte,http://purl.obolibrary.org/obo/CL_0000669,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
peritubular capillary endothelial cell,http://purl.obolibrary.org/obo/CL_1001033,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
peritubular myoid cell,http://purl.obolibrary.org/obo/CL_0002481,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
plasma cell,http://purl.obolibrary.org/obo/CL_0000786,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
plasmacytoid dendritic cell,http://purl.obolibrary.org/obo/CL_0000784,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
plasmacytoid dendritic cell,http://purl.obolibrary.org/obo/CL_0000784,L2,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
"plasmacytoid dendritic cell, human",http://purl.obolibrary.org/obo/CL_0001058,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"plasmacytoid dendritic cell, human",http://purl.obolibrary.org/obo/CL_0001058,L2,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
platelet,http://purl.obolibrary.org/obo/CL_0000233,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
platelet,http://purl.obolibrary.org/obo/CL_0000233,L2,http://purl.obolibrary.org/obo/CL_0000081,blood cell
podocyte,http://purl.obolibrary.org/obo/CL_0000653,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
precursor B cell,http://purl.obolibrary.org/obo/CL_0000817,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
precursor B cell,http://purl.obolibrary.org/obo/CL_0000817,L2,http://purl.obolibrary.org/obo/CL_0000236,B cell
pro-B cell,http://purl.obolibrary.org/obo/CL_0000826,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
pulmonary alveolar epithelial cell,http://purl.obolibrary.org/obo/CL_0000322,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
pulmonary alveolar type 1 cell,http://purl.obolibrary.org/obo/CL_0002062,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
pulmonary alveolar type 2 cell,http://purl.obolibrary.org/obo/CL_0002063,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
pulmonary artery endothelial cell,http://purl.obolibrary.org/obo/CL_1001568,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
pulmonary capillary endothelial cell,http://purl.obolibrary.org/obo/CL_4028001,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
pulmonary interstitial fibroblast,http://purl.obolibrary.org/obo/CL_0002241,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
pulmonary interstitial fibroblast,http://purl.obolibrary.org/obo/CL_0002241,L2,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
pulmonary ionocyte,http://purl.obolibrary.org/obo/CL_0017000,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
pulmonary neuroendocrine cell,http://purl.obolibrary.org/obo/CL_1000223,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
pulmonary neuroendocrine cell,http://purl.obolibrary.org/obo/CL_1000223,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
pulmonary neuroendocrine cell,http://purl.obolibrary.org/obo/CL_1000223,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
pyramidal neuron,http://purl.obolibrary.org/obo/CL_0000598,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
pyramidal neuron,http://purl.obolibrary.org/obo/CL_0000598,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
regular atrial cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002129,L1,http://purl.obolibrary.org/obo/CL_0000187,muscle cell
regular ventricular cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002131,L1,http://purl.obolibrary.org/obo/CL_0000187,muscle cell
regulatory T cell,http://purl.obolibrary.org/obo/CL_0000815,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
regulatory T cell,http://purl.obolibrary.org/obo/CL_0000815,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
renal alpha-intercalated cell,http://purl.obolibrary.org/obo/CL_0005011,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
renal beta-intercalated cell,http://purl.obolibrary.org/obo/CL_0002201,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
renal medullary fibroblast,http://purl.obolibrary.org/obo/CL_4030022,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
renal medullary fibroblast,http://purl.obolibrary.org/obo/CL_4030022,L2,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
respiratory basal cell,http://purl.obolibrary.org/obo/CL_0002633,L1,http://purl.obolibrary.org/obo/CL_0000034,stem cell
respiratory tract goblet cell,http://purl.obolibrary.org/obo/CL_0002370,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
respiratory tract hillock cell,http://purl.obolibrary.org/obo/CL_4030023,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
respiratory tract multiciliated cell,http://purl.obolibrary.org/obo/CL_4030034,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
respiratory tract suprabasal cell,http://purl.obolibrary.org/obo/CL_4033048,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
retina horizontal cell,http://purl.obolibrary.org/obo/CL_0000745,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
retina horizontal cell,http://purl.obolibrary.org/obo/CL_0000745,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal cone cell,http://purl.obolibrary.org/obo/CL_0000573,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
retinal cone cell,http://purl.obolibrary.org/obo/CL_0000573,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0000740,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
retinal ganglion cell,http://purl.obolibrary.org/obo/CL_0000740,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
retinal rod cell,http://purl.obolibrary.org/obo/CL_0000604,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
retinal rod cell,http://purl.obolibrary.org/obo/CL_0000604,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
rod bipolar cell,http://purl.obolibrary.org/obo/CL_0000751,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
rod bipolar cell,http://purl.obolibrary.org/obo/CL_0000751,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
serous secreting cell of bronchus submucosal gland,http://purl.obolibrary.org/obo/CL_4033005,L2,http://purl.obolibrary.org/obo/CL_0000152,exocrine cell
small intestine goblet cell,http://purl.obolibrary.org/obo/CL_1000495,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
smooth muscle cell,http://purl.obolibrary.org/obo/CL_0000192,L1,http://purl.obolibrary.org/obo/CL_0000187,muscle cell
spermatocyte,http://purl.obolibrary.org/obo/CL_0000017,L1,http://purl.obolibrary.org/obo/CL_0000039,germ line cell
squamous epithelial cell,http://purl.obolibrary.org/obo/CL_0000076,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
sst GABAergic cortical interneuron,http://purl.obolibrary.org/obo/CL_4023017,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
sst GABAergic cortical interneuron,http://purl.obolibrary.org/obo/CL_4023017,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
sst GABAergic interneuron,http://purl.obolibrary.org/obo/CL_4023017,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
sst GABAergic interneuron,http://purl.obolibrary.org/obo/CL_4023017,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
stem cell,http://purl.obolibrary.org/obo/CL_0000034,L1,http://purl.obolibrary.org/obo/CL_0000034,stem cell
stromal cell,http://purl.obolibrary.org/obo/CL_0000499,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
stromal cell,http://purl.obolibrary.org/obo/CL_0000499,L2,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
subpleural fibroblast,http://purl.obolibrary.org/obo/CL_4052029,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
subpleural fibroblast,http://purl.obolibrary.org/obo/CL_4052029,L2,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
thalamic excitatory neuron,http://purl.obolibrary.org/obo/CL_4023068,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
thalamic excitatory neuron,http://purl.obolibrary.org/obo/CL_4023068,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
transit amplifying cell of colon,http://purl.obolibrary.org/obo/CL_0009011,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
transit amplifying cell of small intestine,http://purl.obolibrary.org/obo/CL_0009012,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
tuft cell,http://purl.obolibrary.org/obo/CL_0002204,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
tuft cell of small intestine,http://purl.obolibrary.org/obo/CL_0009080,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
type B pancreatic cell,http://purl.obolibrary.org/obo/CL_0000169,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
type D cell of small intestine,http://purl.obolibrary.org/obo/CL_0002266,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
type D cell of small intestine,http://purl.obolibrary.org/obo/CL_0002266,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
type D cell of small intestine,http://purl.obolibrary.org/obo/CL_0002266,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
type D cell of stomach,http://purl.obolibrary.org/obo/CL_0002267,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
type D cell of stomach,http://purl.obolibrary.org/obo/CL_0002267,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
type D cell of stomach,http://purl.obolibrary.org/obo/CL_0002267,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
type D enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0000502,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
type D enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0000502,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
type D enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0000502,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
type EC enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0000577,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
type EC enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0000577,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
type EC enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0000577,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
type I NK T cell,http://purl.obolibrary.org/obo/CL_0000921,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
type I NK T cell,http://purl.obolibrary.org/obo/CL_0000921,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
type I enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0002277,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
type L enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0002279,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
type N enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0002280,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
vasa recta ascending limb cell,http://purl.obolibrary.org/obo/CL_1001131,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
vasa recta descending limb cell,http://purl.obolibrary.org/obo/CL_1001285,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
vascular associated smooth muscle cell,http://purl.obolibrary.org/obo/CL_0000359,L1,http://purl.obolibrary.org/obo/CL_0000187,muscle cell
vein endothelial cell,http://purl.obolibrary.org/obo/CL_0002543,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
vein endothelial cell of respiratory system,http://purl.obolibrary.org/obo/CL_4033008,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
ventricular cardiac muscle cell,http://purl.obolibrary.org/obo/CL_2000046,L1,http://purl.obolibrary.org/obo/CL_0000187,muscle cell
