organ,as_label,ct_label,gene_symbol,as,ct,gene
Large Intestine,ascending colon,lymphocyte of large intestine lamina propria,IL2RA,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6008
Large Intestine,ascending colon,lymphocyte of large intestine lamina propria,FOXP3,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6106
Large Intestine,ascending colon,lymphocyte of large intestine lamina propria,MS4A1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/7315
Large Intestine,ascending colon,Schwann cell,BID,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/1050
Large Intestine,ascending colon,Schwann cell,BST2,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/1119
Kidney,renal medulla,kidney loop of Henle long descending thin limb outer medulla epithelial cell,SLC39A8,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/CL_4030013,http://identifiers.org/hgnc/20862
Kidney,renal medulla,kidney loop of Henle long descending thin limb outer medulla epithelial cell,AQP1,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/CL_4030013,http://identifiers.org/hgnc/633
Kidney,renal medulla,kidney loop of Henle long descending thin limb outer medulla epithelial cell,SLC9A3,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/CL_4030013,http://identifiers.org/hgnc/11073
Kidney,renal medulla,kidney loop of Henle long descending thin limb outer medulla epithelial cell,TACSTD2,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/CL_4030013,http://identifiers.org/hgnc/11530
Kidney,renal medulla,kidney loop of Henle long descending thin limb outer medulla epithelial cell,CRYAB,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/CL_4030013,http://identifiers.org/hgnc/2389
Kidney,renal medulla,kidney inner medulla collecting duct principal cell,SLC14A2,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/CL_1000718,http://identifiers.org/hgnc/10919
Kidney,renal medulla,kidney inner medulla collecting duct principal cell,AQP2,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/CL_1000718,http://identifiers.org/hgnc/634
Kidney,renal medulla,vasa recta descending limb cell,TM4SF1,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/CL_1001285,http://identifiers.org/hgnc/11853
Kidney,renal medulla,vasa recta descending limb cell,PALMD,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/CL_1001285,http://identifiers.org/hgnc/15846
Kidney,renal medulla,vasa recta descending limb cell,ADAMTS6,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/CL_1001285,http://identifiers.org/hgnc/222
Kidney,renal medulla,vasa recta descending limb cell,SERPINE2,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/CL_1001285,http://identifiers.org/hgnc/8951
Kidney,renal medulla,kidney loop of Henle medullary thick ascending limb epithelial cell,SLC12A1,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/CL_1001108,http://identifiers.org/hgnc/10910
Kidney,renal medulla,kidney loop of Henle medullary thick ascending limb epithelial cell,UMOD,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/CL_1001108,http://identifiers.org/hgnc/12559
Kidney,renal medulla,kidney loop of Henle medullary thick ascending limb epithelial cell,CASR,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/CL_1001108,http://identifiers.org/hgnc/1514
Large Intestine,ileocecal valve,dendritic cell,CD74,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000451,http://identifiers.org/hgnc/1697
Large Intestine,ileocecal valve,dendritic cell,IL3RA,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000451,http://identifiers.org/hgnc/6012
Large Intestine,ileocecal valve,dendritic cell,ITGAX,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000451,http://identifiers.org/hgnc/6152
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,IL7R,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6024
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,KIT,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6342
Large Intestine,ileocecal valve,lymphocyte of large intestine lamina propria,KLRB1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6373
Large Intestine,ileocecal valve,intestinal crypt stem cell of large intestine,SOX9,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/11204
Large Intestine,ileocecal valve,intestinal crypt stem cell of large intestine,CD44,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/1681
Large Intestine,ileocecal valve,intestinal crypt stem cell of large intestine,LRIG1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/17360
Large Intestine,ileocecal valve,intestinal crypt stem cell of large intestine,SMOC2,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/20323
Large Intestine,ileocecal valve,intestinal crypt stem cell of large intestine,RGMB,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/26896
Large Intestine,ileocecal valve,intestinal crypt stem cell of large intestine,LGR5,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/4504
Large Intestine,ileocecal valve,capillary endothelial cell,CD34,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/1662
Large Intestine,ileocecal valve,capillary endothelial cell,CD36,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/1663
Large Intestine,ileocecal valve,capillary endothelial cell,PECAM1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/8823
Large Intestine,ileocecal valve,Schwann cell,NCAM1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/7656
Large Intestine,ileocecal valve,Schwann cell,CD274,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/17635
Large Intestine,ileocecal valve,neuroendocrine cell,SYP,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/11506
Large Intestine,ileocecal valve,neuroendocrine cell,CHGA,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/1929
Large Intestine,ileocecal valve,neuroendocrine cell,INSL5,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/6088
Large Intestine,ileocecal valve,neuroendocrine cell,INSM1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/6090
Large Intestine,ileocecal valve,plasma cell,SDC1,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/10658
Large Intestine,ileocecal valve,paneth cell of colon,DEFA5,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0009009,http://identifiers.org/hgnc/2764
Large Intestine,ileocecal valve,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1639
Large Intestine,ileocecal valve,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1639
Large Intestine,ileocecal valve,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1673
Large Intestine,ileocecal valve,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1673
Large Intestine,ileocecal valve,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1676
Large Intestine,ileocecal valve,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1676
Large Intestine,ileocecal valve,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1685
Large Intestine,ileocecal valve,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1685
Large Intestine,ileocecal valve,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1695
Large Intestine,ileocecal valve,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1695
Large Intestine,ileocecal valve,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD8A,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1706
Large Intestine,ileocecal valve,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD8A,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1706
Large Intestine,ileocecal valve,"CD4-positive, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1639
Large Intestine,ileocecal valve,"CD4-positive, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1673
Large Intestine,ileocecal valve,"CD4-positive, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0000569,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1676
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,KLRK1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/18788
Large Intestine,splenic flexure of colon,mature eosinophil,PTGDR2,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000041,http://identifiers.org/hgnc/4502
Large Intestine,splenic flexure of colon,dendritic cell,IL3RA,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000451,http://identifiers.org/hgnc/6012
Large Intestine,splenic flexure of colon,dendritic cell,ITGAX,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000451,http://identifiers.org/hgnc/6152
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,ITGAX,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6152
Large Intestine,splenic flexure of colon,ganglion,MAP2,http://purl.obolibrary.org/obo/UBERON_0022276,https://purl.org/ccf/ASCTB-TEMP_ganglion,http://identifiers.org/hgnc/6839
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,NCAM1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/7656
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,B3GAT1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/921
Large Intestine,splenic flexure of colon,ganglion,PRPH,http://purl.obolibrary.org/obo/UBERON_0022276,https://purl.org/ccf/ASCTB-TEMP_ganglion,http://identifiers.org/hgnc/9461
Large Intestine,splenic flexure of colon,adipocyte,BID,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000136,http://identifiers.org/hgnc/1050
Large Intestine,splenic flexure of colon,smooth muscle cell,ACTA2,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000192,http://identifiers.org/hgnc/130
Large Intestine,splenic flexure of colon,endothelial cell of arteriole,CD34,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_1000412,http://identifiers.org/hgnc/1662
Large Intestine,splenic flexure of colon,endothelial cell of venule,CD34,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/1662
Large Intestine,splenic flexure of colon,endothelial cell of arteriole,CD36,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_1000412,http://identifiers.org/hgnc/1663
Large Intestine,splenic flexure of colon,endothelial cell of venule,CD36,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/1663
Large Intestine,splenic flexure of colon,endothelial cell of lymphatic vessel,PDPN,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/29602
Large Intestine,splenic flexure of colon,mesothelial cell of visceral peritoneum,KRT8,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_1000457,http://identifiers.org/hgnc/6446
Large Intestine,splenic flexure of colon,pericyte,PDGFRB,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/8804
Large Intestine,splenic flexure of colon,endothelial cell of lymphatic vessel,PECAM1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/8823
Large Intestine,splenic flexure of colon,endothelial cell of venule,PECAM1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/8823
Large Intestine,splenic flexure of colon,mesothelial cell of visceral peritoneum,CALB2,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_1000457,http://identifiers.org/hgnc/1435
Large Intestine,splenic flexure of colon,mesothelial cell of visceral peritoneum,KRT18,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_1000457,http://identifiers.org/hgnc/6430
Large Intestine,splenic flexure of colon,fibroblast,COL6A1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/2211
Large Intestine,splenic flexure of colon,fibroblast,COL6A2,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/2212
Large Intestine,splenic flexure of colon,pericyte,PECAM1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/8823
Large Intestine,splenic flexure of colon,endothelial cell of arteriole,PECAM1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_1000412,http://identifiers.org/hgnc/8823
Large Intestine,splenic flexure of colon,endothelial cell of lymphatic vessel,LYVE1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/14687
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,CD19,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1633
Large Intestine,splenic flexure of colon,interstitial cell of Cajal,CD34,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0002088,http://identifiers.org/hgnc/1662
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,CD79A,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1698
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,CR2,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/2336
Large Intestine,splenic flexure of colon,interstitial cell of Cajal,KIT,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0002088,http://identifiers.org/hgnc/6342
Large Intestine,splenic flexure of colon,endothelial cell of high endothelial venule,MADCAM1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0002652,http://identifiers.org/hgnc/6765
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,MS4A1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/7315
Large Intestine,splenic flexure of colon,macrophage,CD163,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1631
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,CD2,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1639
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,CD3D,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1673
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,CD3W,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1676
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,CD4,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1678
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,CD5,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1685
Large Intestine,splenic flexure of colon,macrophage,CD68,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1693
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,CD7,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1695
Large Intestine,splenic flexure of colon,macrophage,CD74,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1697
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,CD8A,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1706
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,IL2RA,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6008
Large Intestine,splenic flexure of colon,lymphocyte of large intestine lamina propria,FOXP3,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6106
Large Intestine,splenic flexure of colon,macrophage,ITGAM,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/6149
Large Intestine,splenic flexure of colon,macrophage,MRC1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/7228
Large Intestine,ascending colon,Schwann cell,UCHL1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/12513
Large Intestine,ascending colon,endothelial cell of arteriole,CD34,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_1000412,http://identifiers.org/hgnc/1662
Large Intestine,ascending colon,endothelial cell of arteriole,CD36,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_1000412,http://identifiers.org/hgnc/1663
Large Intestine,ascending colon,fibroblast,COL6A1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/2211
Large Intestine,ascending colon,fibroblast,COL6A2,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/2212
Large Intestine,ascending colon,ganglion,MAP2,http://purl.obolibrary.org/obo/UBERON_0001156,https://purl.org/ccf/ASCTB-TEMP_ganglion,http://identifiers.org/hgnc/6839
Large Intestine,ascending colon,endothelial cell of arteriole,PECAM1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_1000412,http://identifiers.org/hgnc/8823
Large Intestine,ascending colon,ganglion,PRPH,http://purl.obolibrary.org/obo/UBERON_0001156,https://purl.org/ccf/ASCTB-TEMP_ganglion,http://identifiers.org/hgnc/9461
Large Intestine,ascending colon,smooth muscle cell of large intestine,SMTN,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_1000279,http://identifiers.org/hgnc/11126
Large Intestine,ascending colon,endothelial cell of lymphatic vessel,UCHL1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/12513
Large Intestine,ascending colon,smooth muscle cell of large intestine,ACTA2,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_1000279,http://identifiers.org/hgnc/130
Large Intestine,ascending colon,endothelial cell of venule,CD34,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/1662
Large Intestine,ascending colon,endothelial cell of venule,CD36,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/1663
Large Intestine,ascending colon,endothelial cell of lymphatic vessel,PDPN,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/29602
Large Intestine,ascending colon,endothelial cell of lymphatic vessel,NCAM1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/7656
Large Intestine,ascending colon,pericyte,PDGFRB,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/8804
Large Intestine,ascending colon,pericyte,PECAM1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/8823
Large Intestine,ascending colon,endothelial cell of lymphatic vessel,PECAM1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/8823
Large Intestine,ascending colon,endothelial cell of venule,PECAM1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/8823
Large Intestine,ascending colon,endothelial cell of lymphatic vessel,CD274,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/17635
Large Intestine,ascending colon,adipocyte,BID,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000136,http://identifiers.org/hgnc/1050
Large Intestine,ascending colon,smooth muscle cell,ACTA2,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000192,http://identifiers.org/hgnc/130
Large Intestine,ascending colon,mesothelial cell of visceral peritoneum,KRT8,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_1000457,http://identifiers.org/hgnc/6446
Large Intestine,ascending colon,mesothelial cell of visceral peritoneum,CALB2,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_1000457,http://identifiers.org/hgnc/1435
Large Intestine,ascending colon,mesothelial cell of visceral peritoneum,KRT18,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_1000457,http://identifiers.org/hgnc/6430
Large Intestine,ascending colon,intestinal crypt stem cell of large intestine,SOX9,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/11204
Large Intestine,ascending colon,neuroendocrine cell,SYP,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/11506
Large Intestine,ascending colon,intestinal crypt stem cell of large intestine,CD44,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/1681
Large Intestine,ascending colon,enterocyte of epithelium of large intestine,BEST4,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002071,http://identifiers.org/hgnc/17106
Large Intestine,ascending colon,intestinal crypt stem cell of large intestine,LRIG1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/17360
Large Intestine,ascending colon,neuroendocrine cell,CHGA,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/1929
Large Intestine,ascending colon,intestinal crypt stem cell of large intestine,SMOC2,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/20323
Large Intestine,ascending colon,enterocyte of epithelium of large intestine,KRT20,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002071,http://identifiers.org/hgnc/20412
Large Intestine,ascending colon,transit amplifying cell of colon,KRT20,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009011,http://identifiers.org/hgnc/20412
